record_id,Created By,calculation_target_value_3,calculation_type_from_recommendationgoals,challenge_description,challenge_level,challenge_title,created,dependency_tracked_metric_from_recommendationgoals,id,last_modified_by,last_modified_time,level_description_from_recommendations,linked_recommendations,operator_from_recommendationgoals,recommendationgoals_ref,recommendations_v2,record_ID,scoring_frequency,scoring_frequency_from_recommendationgoals,scoring_type_from_recommendationgoals,target_value,times,tracked_metric_from_recommendationgoals,trigger_conditions,unit_from_recommendationgoals,weightage_from_recommendationgoals
rec6yG8U1kQKuJoA5,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Adopt a Mediterranean-style fat profile for 2 of the next 3 days to get back on track. Here are some great options: olive oil as primary fat, nuts and seeds for snacks, fatty fish for protein.",01,Mediterranean Fat Quick Start,2025-09-10T18:52:45.000Z,,CH-01-REC0002.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eliminate most sources of saturated fat and adopt a full Mediterranean-style fat profile,recIRf5TBEMboKqVm,<=,recDX0Cygq5KqwJQe,recMiDba4KdZho45D,rec6yG8U1kQKuJoA5,3-day,daily,binary_daily,1,2,recKArUE41uHphWb9,recW6UbqZK8YEDYEJ,%,
reczOvIjNq6w4xsT7,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Follow a Mediterranean-style fat profile for 4 of the next 5 days to build momentum. Focus on olive oil, nuts, seeds, avocados, and fatty fish while minimizing saturated fat sources.",02,Building Mediterranean Momentum,2025-09-10T18:52:45.000Z,,CH-02-REC0002.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eliminate most sources of saturated fat and adopt a full Mediterranean-style fat profile,recIRf5TBEMboKqVm,<=,recDX0Cygq5KqwJQe,recMiDba4KdZho45D,reczOvIjNq6w4xsT7,5-day,daily,binary_daily,1,4,recKArUE41uHphWb9,rec7q3B1tby7yzQQS,%,
reczHhm76WZBBb6ea,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Adopt a full Mediterranean-style fat profile for 7 consecutive days to establish your healthy fat routine. Focus on making this comprehensive approach an automatic part of your eating pattern.,03,Mediterranean Fat Routine,2025-09-10T18:52:45.000Z,,CH-03-REC0002.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Eliminate most sources of saturated fat and adopt a full Mediterranean-style fat profile,recIRf5TBEMboKqVm,<=,recDX0Cygq5KqwJQe,recMiDba4KdZho45D,reczHhm76WZBBb6ea,weekly,daily,binary_daily,1,7,recKArUE41uHphWb9,recuzNQE4zW7byizo,%,
rec9LhJfkCqvTln12,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Complete at least 45 minutes of Zone 2 cardio for 2 of the next 3 days to get back on track. Here are some great options: brisk walking, easy cycling, light jogging, or steady rowing.",01,Zone 2 Quick Restart,2025-09-10T18:52:45.000Z,,CH-01-REC0003.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 90 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recyCjSxWdLGZfHwI,>=,rectI4pcBZ4f110rA,recC3HYOpjcuSTlGZ,rec9LhJfkCqvTln12,3-day,weekly,proportional_frequency,45,2,recV6TvniDSNrmCPt,recEQLMvu2HdM7Ze9,minutes,
rec0NTwL92ocACo68,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Complete at least 60 minutes of Zone 2 cardio for 4 of the next 5 days to build momentum. Spread sessions across walks, cycling, light jogging, or other steady aerobic activities.",02,Building Cardio Base,2025-09-10T18:52:45.000Z,,CH-02-REC0003.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 90 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recyCjSxWdLGZfHwI,>=,rectI4pcBZ4f110rA,recC3HYOpjcuSTlGZ,rec0NTwL92ocACo68,5-day,weekly,proportional_frequency,60,4,recV6TvniDSNrmCPt,recGqm2ArjO7Siin6,minutes,
recQvCbXn4VXeF0P1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Complete at least 90 minutes of Zone 2 cardio weekly for 7 consecutive days to establish your cardio routine. Focus on making this an automatic part of your weekly schedule.,03,Weekly Zone 2 Habit,2025-09-10T18:52:45.000Z,,CH-03-REC0003.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 90 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recyCjSxWdLGZfHwI,>=,rectI4pcBZ4f110rA,recC3HYOpjcuSTlGZ,recQvCbXn4VXeF0P1,weekly,weekly,proportional_frequency,90,7,recV6TvniDSNrmCPt,recuzNQE4zW7byizo,minutes,
reczK4XrJlwlg9mmw,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Complete at least 120 minutes of Zone 2 cardio for 8 of the next 10 days to take your cardiovascular fitness to the next level. Mix different activities to maintain engagement.,04,Enhanced Cardio Volume,2025-09-10T18:52:45.000Z,,CH-04-REC0003.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 90 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recyCjSxWdLGZfHwI,>=,rectI4pcBZ4f110rA,recC3HYOpjcuSTlGZ,reczK4XrJlwlg9mmw,10-day,weekly,proportional_frequency,120,8,recV6TvniDSNrmCPt,recev8oMkYeU99K6K,minutes,
recDrUggrwc9qDZaa,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Complete at least 150 minutes of Zone 2 cardio for 12 of the next 14 days - you're ready to optimize your aerobic base! Include variety across walking, cycling, jogging, and other steady activities.",05,Peak Zone 2 Performance,2025-09-10T18:52:45.000Z,,CH-05-REC0003.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 90 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recyCjSxWdLGZfHwI,>=,rectI4pcBZ4f110rA,recC3HYOpjcuSTlGZ,recDrUggrwc9qDZaa,14-day,weekly,proportional_frequency,150,12,recV6TvniDSNrmCPt,recZvqASLUujIXdcS,minutes,
recAcguXnbmAE21TG,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Complete at least 75 minutes of Zone 2 cardio for 2 of the next 3 days to get back on track. Here are some great options: longer walks, extended bike rides, steady swimming, or light jogging sessions.",01,Zone 2 Foundation Reset,2025-09-10T18:52:45.000Z,,CH-01-REC0003.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 120 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recqj8q9IIWoThFkG,>=,reclpTXOnufXV3Yfy,recuKwwqbOncMVjuX,recAcguXnbmAE21TG,3-day,weekly,proportional_frequency,75,2,recV6TvniDSNrmCPt,recEQLMvu2HdM7Ze9,minutes,
recpg7ewfSdLgVzoK,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Complete at least 90 minutes of Zone 2 cardio for 4 of the next 5 days to build momentum. Focus on extending your session durations while maintaining comfortable effort levels.,02,Building Extended Base,2025-09-10T18:52:45.000Z,,CH-02-REC0003.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 120 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recqj8q9IIWoThFkG,>=,reclpTXOnufXV3Yfy,recuKwwqbOncMVjuX,recpg7ewfSdLgVzoK,5-day,weekly,proportional_frequency,90,4,recV6TvniDSNrmCPt,recGqm2ArjO7Siin6,minutes,
recFjCxo7Xv4TjaWT,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Complete at least 120 minutes of Zone 2 cardio weekly for 7 consecutive days to establish your extended cardio routine. Focus on making this increased volume an automatic part of your schedule.,03,Weekly Extended Cardio,2025-09-10T18:52:45.000Z,,CH-03-REC0003.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 120 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recqj8q9IIWoThFkG,>=,reclpTXOnufXV3Yfy,recuKwwqbOncMVjuX,recFjCxo7Xv4TjaWT,weekly,weekly,proportional_frequency,120,7,recV6TvniDSNrmCPt,recuzNQE4zW7byizo,minutes,
rec4WCpavQWCo1szO,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Complete at least 150 minutes of Zone 2 cardio for 8 of the next 10 days to take your endurance to the next level. Balance longer sessions with multiple shorter workouts.,04,Advanced Cardio Volume,2025-09-10T18:52:45.000Z,,CH-04-REC0003.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 120 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recqj8q9IIWoThFkG,>=,reclpTXOnufXV3Yfy,recuKwwqbOncMVjuX,rec4WCpavQWCo1szO,10-day,weekly,proportional_frequency,150,8,recV6TvniDSNrmCPt,recev8oMkYeU99K6K,minutes,
rec2fGsw2SxUvhs7C,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Complete at least 180 minutes of Zone 2 cardio for 12 of the next 14 days - you're ready to master aerobic endurance! Vary your activities and session lengths for optimal adaptation.,05,Peak Endurance Mastery,2025-09-10T18:52:45.000Z,,CH-05-REC0003.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 120 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recqj8q9IIWoThFkG,>=,reclpTXOnufXV3Yfy,recuKwwqbOncMVjuX,rec2fGsw2SxUvhs7C,14-day,weekly,proportional_frequency,180,12,recV6TvniDSNrmCPt,recZvqASLUujIXdcS,minutes,
recDGo8Dx9cQXfzJR,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Complete at least 120 minutes of Zone 2 cardio for 2 of the next 3 days to get back on track. Here are some great options: multiple daily walks, longer cycling sessions, or extended steady activities.",01,High Volume Quick Return,2025-09-10T18:52:45.000Z,,CH-01-REC0003.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 180 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recx4JdeaTZgIVoZ3,>=,recsauKTPFiPKHHUV,recBv7jvDZq4Bz29k,recDGo8Dx9cQXfzJR,3-day,weekly,proportional_frequency,120,2,recV6TvniDSNrmCPt,recEQLMvu2HdM7Ze9,minutes,
recrQmmEUB0DwcnNF,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Complete at least 150 minutes of Zone 2 cardio for 4 of the next 5 days to build momentum. Focus on sustainable pacing across multiple sessions throughout each day.,02,Building Elite Base,2025-09-10T18:52:45.000Z,,CH-02-REC0003.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 180 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recx4JdeaTZgIVoZ3,>=,recsauKTPFiPKHHUV,recBv7jvDZq4Bz29k,recrQmmEUB0DwcnNF,5-day,weekly,proportional_frequency,150,4,recV6TvniDSNrmCPt,recGqm2ArjO7Siin6,minutes,
recIRG07q9MUJbCiV,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Complete at least 180 minutes of Zone 2 cardio weekly for 7 consecutive days to establish your elite cardio routine. Focus on making this high volume an automatic part of your training schedule.,03,Elite Weekly Cardio,2025-09-10T18:52:45.000Z,,CH-03-REC0003.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Complete at least 180 minutes per week of Zone 2 cardio spread across walks, cycling, light jogging, or other steady aerobic activities.",recx4JdeaTZgIVoZ3,>=,recsauKTPFiPKHHUV,recBv7jvDZq4Bz29k,recIRG07q9MUJbCiV,weekly,weekly,proportional_frequency,180,7,recV6TvniDSNrmCPt,recuzNQE4zW7byizo,minutes,
reckpIHGrdiT7tvLh,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep for 2 of the next 3 nights to rebuild your sleep foundation. Focus on getting to bed 15 minutes earlier than usual and creating a calming bedtime routine.,01,Sleep Foundation Reset,2025-09-10T18:52:45.000Z,,CH-01-REC0004.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Get 7–9 hours of sleep on at least 3 of 7 nights each week. Focus is on building baseline sufficiency.,recbbFVlKZwQNf0EX,><,rec6hqs0pLPpP1jzP,recfC31Cd5XEGTEOe,reckpIHGrdiT7tvLh,3-day,weekly,proportional_frequency,7-9,2,recY75tn39AEXKwbl,recEQLMvu2HdM7Ze9,hours,
recgphte1jJXqMIOk,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep for 3 of the next 5 nights to build consistent sleep momentum. Try setting a gentle bedtime reminder and preparing for sleep 30 minutes before your target bedtime.,02,Building Sleep Momentum,2025-09-10T18:52:45.000Z,,CH-02-REC0004.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Get 7–9 hours of sleep on at least 3 of 7 nights each week. Focus is on building baseline sufficiency.,recbbFVlKZwQNf0EX,><,rec6hqs0pLPpP1jzP,recfC31Cd5XEGTEOe,recgphte1jJXqMIOk,5-day,weekly,proportional_frequency,7-9,3,recY75tn39AEXKwbl,recGqm2ArjO7Siin6,hours,
rec90qu7zvh2BORSC,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep for 3 of the next 7 nights to establish your weekly sleep routine. Focus on making adequate sleep duration an automatic part of your week.,03,Weekly Sleep Routine,2025-09-10T18:52:45.000Z,,CH-03-REC0004.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Get 7–9 hours of sleep on at least 3 of 7 nights each week. Focus is on building baseline sufficiency.,recbbFVlKZwQNf0EX,><,rec6hqs0pLPpP1jzP,recfC31Cd5XEGTEOe,rec90qu7zvh2BORSC,weekly,weekly,proportional_frequency,7-9,3,recY75tn39AEXKwbl,recuzNQE4zW7byizo,hours,
recLXuM6yDAlDzzCE,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep for 6 of the next 10 nights to take your sleep duration to the next level. You're ready to elevate your sleep consistency and experience deeper recovery.,04,Sleep Consistency Boost,2025-09-10T18:52:45.000Z,,CH-04-REC0004.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Get 7–9 hours of sleep on at least 3 of 7 nights each week. Focus is on building baseline sufficiency.,recbbFVlKZwQNf0EX,><,rec6hqs0pLPpP1jzP,recfC31Cd5XEGTEOe,recLXuM6yDAlDzzCE,10-day,weekly,proportional_frequency,7-9,6,recY75tn39AEXKwbl,recev8oMkYeU99K6K,hours,
recCfkIAbCyzkDiU8,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep for 12 of the next 14 nights to achieve sleep duration mastery. Combine optimal sleep timing with your proven bedtime strategies for sustained excellence.,05,Sleep Mastery Challenge,2025-09-10T18:52:45.000Z,,CH-05-REC0004.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Get 7–9 hours of sleep on at least 3 of 7 nights each week. Focus is on building baseline sufficiency.,recbbFVlKZwQNf0EX,><,rec6hqs0pLPpP1jzP,recfC31Cd5XEGTEOe,recCfkIAbCyzkDiU8,14-day,weekly,proportional_frequency,7-9,12,recY75tn39AEXKwbl,recZvqASLUujIXdcS,hours,
recis5nuv85bpyJec,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep for 2 of the next 3 nights to get back on track with consistent sleep. Prioritize your two most manageable sleep opportunities this week.,01,Quick Sleep Reboot,2025-09-10T18:52:45.000Z,,CH-01-REC0004.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Get 7–9 hours of sleep on 5 of 7 nights of the week, building towards full consistency in sleep duration.",recXuOWpl8orK06ul,><,recSAzt40UH0MMppd,rec1Vc2GOePfDEKEC,recis5nuv85bpyJec,3-day,weekly,proportional_frequency,7-9,2,recY75tn39AEXKwbl,recEQLMvu2HdM7Ze9,hours,
recJhFGguSUcLpeJc,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep for 4 of the next 5 nights to rebuild your sleep consistency habit. Focus on maintaining your bedtime routine even when life gets busy.,02,Sleep Habit Rebuild,2025-09-10T18:52:45.000Z,,CH-02-REC0004.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Get 7–9 hours of sleep on 5 of 7 nights of the week, building towards full consistency in sleep duration.",recXuOWpl8orK06ul,><,recSAzt40UH0MMppd,rec1Vc2GOePfDEKEC,recJhFGguSUcLpeJc,5-day,weekly,proportional_frequency,7-9,4,recY75tn39AEXKwbl,recGqm2ArjO7Siin6,hours,
recbqqrmxObrK7Pid,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep for 5 of the next 7 nights to establish consistent weekly sleep duration. Focus on making this level of sleep regularity your new normal.,03,Consistent Sleep Week,2025-09-10T18:52:45.000Z,,CH-03-REC0004.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Get 7–9 hours of sleep on 5 of 7 nights of the week, building towards full consistency in sleep duration.",recXuOWpl8orK06ul,><,recSAzt40UH0MMppd,rec1Vc2GOePfDEKEC,recbqqrmxObrK7Pid,weekly,weekly,proportional_frequency,7-9,5,recY75tn39AEXKwbl,recuzNQE4zW7byizo,hours,
reczklZVgCKt0yd8o,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep for 8 of the next 10 nights to advance your sleep consistency pattern. You're doing great - here's how to optimize your sleep schedule further.,04,Advanced Sleep Pattern,2025-09-10T18:52:45.000Z,,CH-04-REC0004.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Get 7–9 hours of sleep on 5 of 7 nights of the week, building towards full consistency in sleep duration.",recXuOWpl8orK06ul,><,recSAzt40UH0MMppd,rec1Vc2GOePfDEKEC,reczklZVgCKt0yd8o,10-day,weekly,proportional_frequency,7-9,8,recY75tn39AEXKwbl,recev8oMkYeU99K6K,hours,
rec4g0NHp1SiBEvC4,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep for 13 of the next 14 nights to achieve elite sleep discipline. Take your proven sleep strategies to the next level of consistency.,05,Elite Sleep Discipline,2025-09-10T18:52:45.000Z,,CH-05-REC0004.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Get 7–9 hours of sleep on 5 of 7 nights of the week, building towards full consistency in sleep duration.",recXuOWpl8orK06ul,><,recSAzt40UH0MMppd,rec1Vc2GOePfDEKEC,rec4g0NHp1SiBEvC4,14-day,weekly,proportional_frequency,7-9,13,recY75tn39AEXKwbl,recZvqASLUujIXdcS,hours,
recekuUq6VZaWrdcQ,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep with consistent timing (≤60 min variation) for 2 of the next 3 nights to refresh your optimal sleep pattern. Start with your most manageable sleep days.,01,Sleep Schedule Refresh,2025-09-10T18:52:45.000Z,,CH-01-REC0004.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Get 7–9 hours of sleep on all nights, plus maintain a consistent sleep and wake schedule (≤60 min variation in both bedtime and wake time over 7 days).",recrAMEvn6TQqpIMf,><,recmGxba2Scpsb1H7,recv1aKMQckEj3mWw,recekuUq6VZaWrdcQ,3-day,daily,proportional_frequency,7-9,2,recY75tn39AEXKwbl,recW6UbqZK8YEDYEJ,hours,50
rectXkMFqx3dV9XI7,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get 7–9 hours of sleep with consistent timing (≤60 min variation) for 3 of the next 5 nights to restore your sleep rhythm. Focus on maintaining both duration and timing consistency.,02,Rhythm Restoration,2025-09-10T18:52:45.000Z,,CH-02-REC0004.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,"Get 7–9 hours of sleep on all nights, plus maintain a consistent sleep and wake schedule (≤60 min variation in both bedtime and wake time over 7 days).",recrAMEvn6TQqpIMf,><,recmGxba2Scpsb1H7,recv1aKMQckEj3mWw,rectXkMFqx3dV9XI7,5-day,daily,proportional_frequency,7-9,3,recY75tn39AEXKwbl,rec7q3B1tby7yzQQS,hours,50
