record_id,baseline_consistency,binary_threshold,calculated_metrics_map,categorical_filter_threshold,completion_based,composite_weighted,constrained_weekly_allowance,created,created_by,data_entry_type,description,healthkit_data_type,healthkit_equivalent,identifier,intake_metrics_map,last_modified_by,last_modified_time,minimum_frequency,name,proportional,proportional_frequency_hybrid,sleep_composite,sleep_composite_metric_2,source_options,time_fields_entry,ui_display_from_units,units,validation_schema,weekend_variance,weekly_elimination
recyze5tnWpVZIddy,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual MOTS-c adherence event,category,,mots_c_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,MOTS-c taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recuRM5ZKlUBTcMs1,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Humanin adherence event,category,,humanin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Humanin taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recevsUOrkLDX4F1W,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual GHK-Cu (Copper Peptide) adherence event,category,,ghk_cu_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,GHK-Cu (Copper Peptide) taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
recf32LxkO3IcZNAg,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual SS-31 (Elamipretide) adherence event,category,,ss_31_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,SS-31 (Elamipretide) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rec4YEGZN1jySu85K,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Tesamorelin adherence event,category,,tesamorelin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Tesamorelin taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recXbc15Mc8XLDSTj,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Thymosin Alpha-1 adherence event,category,,thymosin_alpha1_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Thymosin Alpha-1 taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recikczqii1W9j8SO,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Melanotan II (MT-2) adherence event,category,,melanotan_2_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Melanotan II (MT-2) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recBMrcIxDDaUO8tu,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual FOXO4-DRI (Senolytic peptide) adherence event,category,,foxo4_dri_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,FOXO4-DRI (Senolytic peptide) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recQTjAIs6NWvGkJ2,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Selank adherence event,category,,selank_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Selank taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
recMgbShgFDgIwEdh,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Semax adherence event,category,,semax_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Semax taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
rec6UbHMykVPWUVWs,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Kisspeptin adherence event,category,,kisspeptin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Kisspeptin taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recJgvnHIeSAx1nyv,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Tesofensine adherence event,category,,tesofensine_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Tesofensine taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rec3tVT2z0mKKpIcj,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual LL-37 adherence event,category,,ll_37_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,LL-37 taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
recBsT2KzNv9jp3az,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual IGF-1 LR3 adherence event,category,,igf1_lr3_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,IGF-1 LR3 taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
recc9suXYpbUpzcfJ,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Mechano-Growth Factor (MGF) adherence event,category,,mgf_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Mechano-Growth Factor (MGF) taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
recoeUskeCO0oXyrc,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Statin (e.g. atorvastatin/rosuvastatin/pravastatin) adherence event,category,,statin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Statin (e.g. atorvastatin/rosuvastatin/pravastatin) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recsyA4Zf02hEaW7i,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Ezetimibe adherence event,category,,ezetimibe_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Ezetimibe taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rec5WlVacpuH06WUF,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual PCSK9 Inhibitor (e.g. evolocumab/alirocumab) adherence event,category,,pcsk9_inhibitor_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,PCSK9 Inhibitor (e.g. evolocumab/alirocumab) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rec9xOkiMfCTb54lQ,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Bempedoic Acid adherence event,category,,bempedoic_acid_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Bempedoic Acid taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rec0jpovbe7N6O6jx,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Fibrate (e.g. fenofibrate/gemfibrozil) adherence event,category,,fibrate_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Fibrate (e.g. fenofibrate/gemfibrozil) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
reca0Y3wSwV8pJd1C,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Omega-3 Prescription (icosapent ethyl/Vascepa) adherence event,category,,omega3_prescription_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Omega-3 Prescription (icosapent ethyl/Vascepa) taken,,,,,,recQUkAvCWmbG4NmB,Grams,recBuF3n8IQ2v0Io8,"{""values"": [""taken"", ""skipped""]}",,
recbIerJFM9gsvmpU,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Cholestyramine for Cholesterol Management adherence event,category,,cholestyramine_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Cholestyramine for Cholesterol Management taken,,,,,,recQUkAvCWmbG4NmB,Grams,recBuF3n8IQ2v0Io8,"{""values"": [""taken"", ""skipped""]}",,
recu5U33jes3HRGmN,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Colesevelam for Cholesterol and Glucose Management adherence event,category,,colesevelam_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Colesevelam for Cholesterol and Glucose Management taken,,,,,,recQUkAvCWmbG4NmB,Tablets,recl4XFbiy3BbVQKE,"{""values"": [""taken"", ""skipped""]}",,
recazGXaK6K2S2sVu,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Colestipol for Cholesterol Reduction adherence event,category,,colestipol_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Colestipol for Cholesterol Reduction taken,,,,,,recQUkAvCWmbG4NmB,"Grams, Tablets","recBuF3n8IQ2v0Io8, recl4XFbiy3BbVQKE","{""values"": [""taken"", ""skipped""]}",,
recxDFZOBJkB5f7Fy,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Metformin adherence event,category,,metformin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Metformin taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recH9Vr4dyZ50QREc,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual SGLT2 Inhibitor (e.g. empagliflozin/dapagliflozin) adherence event,category,,sglt2_inhibitor_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,SGLT2 Inhibitor (e.g. empagliflozin/dapagliflozin) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recU5uMCbySpWBj3u,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual ACE Inhibitor or ARB (e.g. lisinopril/losartan) adherence event,category,,ace_inhibitor_arb_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,ACE Inhibitor or ARB (e.g. lisinopril/losartan) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recd7WvpEHIz8dmz9,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Beta Blocker (e.g. metoprolol/bisoprolol) adherence event,category,,beta_blocker_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Beta Blocker (e.g. metoprolol/bisoprolol) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recrAQuugfjCaqi9Y,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Calcium Channel Blocker (e.g. amlodipine/diltiazem) adherence event,category,,calcium_channel_blocker_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Calcium Channel Blocker (e.g. amlodipine/diltiazem) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rec4lZoqVESbkW0LS,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Thiazide Diuretic (e.g. hydrochlorothiazide/chlorthalidone) adherence event,category,,thiazide_diuretic_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Thiazide Diuretic (e.g. hydrochlorothiazide/chlorthalidone) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recwL0WUhiszMjbkV,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Spironolactone (mineralocorticoid antagonist) adherence event,category,,spironolactone_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Spironolactone (mineralocorticoid antagonist) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recYuDSO2vChsOLBm,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Bisphosphonate (e.g. alendronate/risedronate) adherence event,category,,bisphosphonate_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Bisphosphonate (e.g. alendronate/risedronate) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rec4xdAS9loI8SijH,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Denosumab adherence event,category,,denosumab_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Denosumab taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recRsrNBBlKKuFWTl,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Selective Estrogen Receptor Modulator (SERM; e.g. raloxifene) adherence event,category,,serm_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Selective Estrogen Receptor Modulator (SERM; e.g. raloxifene) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recDeBgsUixN5ntbe,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Parathyroid Hormone Analog (e.g. teriparatide/abaloparatide) adherence event,category,,pth_analog_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Parathyroid Hormone Analog (e.g. teriparatide/abaloparatide) taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
recTqsHok2py5wPo8,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Thyroid Hormone Replacement (levothyroxine) adherence event,category,,levothyroxine_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Thyroid Hormone Replacement (levothyroxine) taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
recLWaZiB8serug7E,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Testosterone Therapy adherence event,category,,testosterone_therapy_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Testosterone Therapy taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recQPlQDK0cehPB6l,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Estrogen/Progesterone Therapy adherence event,category,,estrogen_progesterone_therapy_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Estrogen/Progesterone Therapy taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recAvcj8V3itbOrxJ,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual DHEA (Dehydroepiandrosterone) adherence event,category,,dhea_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,DHEA (Dehydroepiandrosterone) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recByBuEd77du86Hh,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Metoprolol for Heart Rate Control adherence event,category,,metoprolol_hr_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Metoprolol for Heart Rate Control taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
receOfjnkChXF7Thw,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Atenolol for Heart Rate Control adherence event,category,,atenolol_hr_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Atenolol for Heart Rate Control taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recFOWxveVB9ZQPrR,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Carvedilol for Heart Rhythm adherence event,category,,carvedilol_rhythm_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Carvedilol for Heart Rhythm taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recO7O0ilfvE1mPP2,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Propranolol for Rhythm Control adherence event,category,,propranolol_rhythm_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Propranolol for Rhythm Control taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
