record_id,created,created_by,id,intake_markers_raw,intake_metrics_raw,last_modified_by,last_modified_time,linked_evidence,option_count,overview,primary_markers,primary_metrics,raw_impact,secondary_markers,secondary_metrics,stack_recommendation,stack_summary,tertiary_markers,tertiary_metrics,therapeutic_1,therapeutic_1_age_max,therapeutic_1_age_min,therapeutic_1_category,therapeutic_1_dose_max,therapeutic_1_dose_min,therapeutic_1_dose_rollup,therapeutic_1_frequency_days,therapeutic_1_gender,therapeutic_1_operator,therapeutic_1_overview,therapeutic_1_recommendation,therapeutic_1_timing,therapeutic_1_type,therapeutic_1_unit,therapeutic_1_unit_symbol,therapeutic_2,therapeutic_2_age_max,therapeutic_2_age_min,therapeutic_2_category,therapeutic_2_dose_max,therapeutic_2_dose_min,therapeutic_2_dose_rollup,therapeutic_2_frequency_days,therapeutic_2_gender,therapeutic_2_operator,therapeutic_2_timing,therapeutic_2_type,therapeutic_2_unit,therapeutic_2_unit_symbol,therapeutic_3,therapeutic_3_age_max,therapeutic_3_age_min,therapeutic_3_category,therapeutic_3_dose_max,therapeutic_3_dose_min,therapeutic_3_dose_rollup,therapeutic_3_frequency_days,therapeutic_3_gender,therapeutic_3_operator,therapeutic_3_timing,therapeutic_3_type,therapeutic_3_unit,therapeutic_3_unit_symbol,therapeutic_count,therapeutic_recommendation,therapeutic_summary,therapeutic_type,therapeutic_type_ref_#,title
recrhVged8JpbAjv7,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED018(i)-SINGLE,"recBA3iQ4lGJtC2nM, recw2hqgZfllcjFso, recq0JX3QgFBo5mm4, recDBJLAkc5CAfBm3, rec7lljffINZr7vSi, recVZYWGkdqlDhEL9, recUzK4L9enpnuWG8",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:50:06.000Z,,(i),"Stimulates new bone formation, for high-risk or refractory osteoporosis.",recw2hqgZfllcjFso,,40,recBA3iQ4lGJtC2nM,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recmmB8PUU0XVZOGt,150,21,PTH Analog,,20,20 µg,1,male_female,=,Bone anabolic therapy,Take 20mcg of Teriparatide at any time daily for bone anabolic therapy and skeletal health optimization,Any,MED,rec0bCCIGsoIoxokH,µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 20mcg of Teriparatide at any time daily for bone anabolic therapy and skeletal health optimization,Bone anabolic therapy,MED,018,Teriparatide: PTH Analog
reclQ38iUHyKWb3Mo,2025-09-27T17:43:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED018(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:50:08.000Z,,(ii),,,,,,,,,,,recA7SZUl7MArzgeP,150,21,PTH Analog,,80,80 µg,1,male_female,=,Bone anabolic therapy,Take 80mcg of Abaloparatide at any time daily for bone building and osteoporosis treatment,Any,MED,rec0bCCIGsoIoxokH,µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 80mcg of Abaloparatide at any time daily for bone building and osteoporosis treatment,Bone anabolic therapy,MED,018,Abaloparatide: PTH Analog
recBNLz4hMaayJzT2,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED019-SINGLE,"rec7lljffINZr7vSi, recVZYWGkdqlDhEL9, recmyyZam7oYaGnDd, recuJaoMbqZ3GOYdw, recyUWBp7cedeahQO",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:46:01.000Z,,,"Replaces thyroid hormone, supporting energy, metabolism, cardiovascular, and cognitive health.",,,45,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recsZOHIo05iu6Two,150,21,Thyroid Hormone,200,50,50-200 µg,1,male_female,<>,Thyroid optimization,Take 50-200mcg of Levothyroxine on empty stomach daily for thyroid optimization and metabolic health,Empty stomach,MED,rec0bCCIGsoIoxokH,µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 50-200mcg of Levothyroxine on empty stomach daily for thyroid optimization and metabolic health,Thyroid optimization,MED,019,Levothyroxine: Thyroid Hormone
recBwRAydUZYxlW4q,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED020-SINGLE,"recdABLj65LlSCrvr, recBA3iQ4lGJtC2nM, recw2hqgZfllcjFso","recLuAlDIETnvUUtO, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:46:08.000Z,,,"Testosterone supports muscle, bone, sexual function, energy, and cognition in hypogonadal men; benefits/risks must be weighed.",,,55,,,,,,,recVtLiSbvFQwptqT,150,21,Hormone Replacement,200,100,100-200 mg,7,male,<>,Androgen optimization for longevity,"Take 100-200mg of Testosterone at any time weekly for hormonal optimization, muscle preservation, and vitality enhancement",Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 100-200mg of Testosterone at any time weekly for hormonal optimization, muscle preservation, and vitality enhancement",Androgen optimization for longevity,MED,020,Testosterone Therapy: Hormone Replacement
rec1yXTGzs2BU436z,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED021-SINGLE,"recL8dpnjNSzBJp2L, recX6IiQRem8pQ14z, recZd7qSsYU2dqSw0, recUzK4L9enpnuWG8, rec6V13cha6oovOXX, rec93yl8sjy6vTsht, recwIwB9znK0kB3Xg, recq0JX3QgFBo5mm4, recw2hqgZfllcjFso",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:46:10.000Z,,,"Hormone replacement therapy effectively manages menopausal symptoms including hot flashes, night sweats, and vaginal dryness while preserving bone density and potentially supporting cognitive function. Treatment should use the lowest effective dose for the shortest duration needed, with regular reassessment of benefits versus risks. Transdermal delivery may have lower VTE risk than oral routes. Women with intact uterus require progesterone to prevent endometrial hyperplasia.",,,45,,,,,,,recDl9UZpfuYhQoPG,150,21,Hormone Replacement,1,0.5,0.5-1 mg,1,female,<>,Estrogen optimization for longevity,"Take 0.5-1mg of Estrogen at any time daily for hormonal balance, bone health, and cardiovascular protection",Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 0.5-1mg of Estrogen at any time daily for hormonal balance, bone health, and cardiovascular protection",Estrogen optimization for longevity,MED,021,Estrogen Therapy: Hormone Replacement
recoZJGFMJnCcqUtc,2025-09-27T17:43:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED022-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:46:14.000Z,,,,,,,,,,,,,recVnIYID93w1t90O,150,21,Hormone Replacement,400,100,100-400 mg,1,female,<>,Progesterone optimization,Take 100-400mg of Progesterone before bed daily for hormonal optimization and sleep quality,Before bed,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 100-400mg of Progesterone before bed daily for hormonal optimization and sleep quality,Progesterone optimization,MED,022,Progesterone Therapy: Hormone Replacement
recxILdEqrKG4yrMI,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED023-SINGLE,"recUzK4L9enpnuWG8, recHikXLmHS0a08lF, recBA3iQ4lGJtC2nM, recw2hqgZfllcjFso, recq0JX3QgFBo5mm4, recDBJLAkc5CAfBm3","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:46:16.000Z,,,"DHEA is a weak androgen and estrogen precursor; replacement can support energy, bone, and libido in select populations.",,,45,,,,,,,recZtIzsH80Uu8QtC,150,21,Hormone Supplement,50,25,25-50 mg,1,male_female,<>,Adrenal hormone optimization,Take 25-50mg of DHEA in the morning daily for adrenal hormone optimization and anti-aging benefits,Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 25-50mg of DHEA in the morning daily for adrenal hormone optimization and anti-aging benefits,Adrenal hormone optimization,MED,023,DHEA: Hormone Supplement
rec4y4MOFGWGwcctM,2025-09-22T20:41:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED024(i)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:46:58.000Z,,(i),"Metoprolol is a selective beta-blocker that controls heart rate, reduces arrhythmia episodes, and lowers blood pressure. Particularly effective for atrial fibrillation rate control and post-MI protection. Monitor heart rate and blood pressure regularly.",,,,,,,,,,recpj0u9FRtBln1Tn,150,21,Beta Blocker,200,50,50-200 mg,1,male_female,<>,Cardiovascular protection,"Take 50-200mg of Metoprolol in divided doses daily for heart health, blood pressure control, and cardiovascular longevity",Divided,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 50-200mg of Metoprolol in divided doses daily for heart health, blood pressure control, and cardiovascular longevity",Cardiovascular protection,MED,024,Metoprolol: Beta Blocker
rec9StOkrLneMg8rg,2025-09-22T20:41:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED024(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:47:00.000Z,,(ii),"Atenolol is a cardioselective beta-blocker that provides 24-hour heart rate control with once-daily dosing. Effective for arrhythmia prevention, hypertension, and angina. Less likely to affect breathing than non-selective beta-blockers.",,,,,,,,,,recttMnjnurajM337,150,21,Beta Blocker,100,25,25-100 mg,1,male_female,<>,Cardiovascular protection,Take 25-100mg of Atenolol at any time daily for cardiovascular protection and blood pressure control,Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 25-100mg of Atenolol at any time daily for cardiovascular protection and blood pressure control,Cardiovascular protection,MED,024,Atenolol: Beta Blocker
rec99ECyaGY8DPSp4,2025-09-22T20:41:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED024(iii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:47:02.000Z,,(iii),Carvedilol is a non-selective beta-blocker with alpha-blocking properties for comprehensive cardiovascular protection. Effective for arrhythmia control and heart failure. Must be taken with food to enhance absorption.,,,,,,,,,,recY8ry5Tec9GvyRe,150,21,Beta Blocker,25,6.25,6.25-25 mg,1,male_female,<>,Cardiovascular protection,Take 6.25-25mg of Carvedilol with meals daily for comprehensive cardiovascular protection and antioxidant benefits,With meals,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 6.25-25mg of Carvedilol with meals daily for comprehensive cardiovascular protection and antioxidant benefits,Cardiovascular protection,MED,024,Carvedilol: Beta Blocker
recD43W0QrI9D0zCB,2025-09-22T20:41:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED024(iv)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:47:05.000Z,,(iv),"Propranolol is a non-selective beta-blocker effective for various arrhythmias, tremor, and migraine prevention. Short-acting form requires multiple daily doses. Also reduces physical symptoms of anxiety.",,,,,,,,,,recDZAkZqy1LAw9tN,150,21,Beta Blocker,160,40,40-160 mg,1,male_female,<>,Cardiovascular protection,Take 40-160mg of Propranolol at any time daily for cardiovascular health and stress response modulation,Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 40-160mg of Propranolol at any time daily for cardiovascular health and stress response modulation,Cardiovascular protection,MED,024,Propranolol: Beta Blocker
recqC94gkDbDan3Ft,2025-09-22T20:41:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED024(v)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:47:07.000Z,,(v),Bisoprolol is a highly selective beta-1 blocker with long half-life allowing once-daily dosing. Excellent for rate control in atrial fibrillation with minimal respiratory effects. Well-tolerated with consistent 24-hour coverage.,,,,,,,,,,recMen2mZlihBo9bY,150,21,Beta Blocker,10,2.5,2.5-10 mg,1,male_female,<>,Cardiovascular protection,Take 2.5-10mg of Bisoprolol in the morning daily for cardiovascular protection and stress response optimization,Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 2.5-10mg of Bisoprolol in the morning daily for cardiovascular protection and stress response optimization,Cardiovascular protection,MED,024,Bisoprolol: Beta Blocker
rec9lWRCb0IXPjkQj,2025-09-22T20:41:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED025-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:50:45.000Z,,,"Sertraline is a selective serotonin reuptake inhibitor (SSRI) effective for depression, anxiety, PTSD, and OCD. Generally well-tolerated with lower drug interaction potential than other SSRIs. May take 4-6 weeks for full effect.",,,,,,,,,,recWaAvIhhlMX5glQ,150,21,SSRI,100,25,25-100 mg,1,male_female,<>,Mental health optimization,Take 25-100mg of Sertraline in the morning daily for mental health optimization and stress resilience,Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 25-100mg of Sertraline in the morning daily for mental health optimization and stress resilience,Mental health optimization,MED,025,Sertraline: SSRI
recNJyhIxhMGbjCbs,2025-09-22T20:41:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED026-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:50:46.000Z,,,Escitalopram is the most selective SSRI with excellent efficacy for depression and generalized anxiety. Often first-line due to favorable side effect profile and minimal drug interactions. Consistent once-daily dosing.,,,,,,,,,,rec3vSTKQhjBHx0jt,150,21,SSRI,20,10,10-20 mg,1,male_female,<>,Mental health optimization,Take 10-20mg of Escitalopram in the morning daily for mood optimization and cognitive health,Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 10-20mg of Escitalopram in the morning daily for mood optimization and cognitive health,Mental health optimization,MED,026,Escitalopram: SSRI
recnzLYs0sS50O0V5,2025-09-22T20:41:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED027-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:51:21.000Z,,,"Fluoxetine has the longest half-life of SSRIs, reducing withdrawal risk with missed doses. Effective for depression, OCD, and bulimia. Activating properties make morning dosing preferred. May improve energy and motivation.",,,,,,,,,,recSSdr6v2tFWK418,150,21,SSRI,40,20,20-40 mg,1,male_female,<>,Mental health optimization,Take 20-40mg of Fluoxetine in the morning daily for mental health support and emotional well-being,Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 20-40mg of Fluoxetine in the morning daily for mental health support and emotional well-being,Mental health optimization,MED,027,Fluoxetine: SSRI
recaJAywothgXPA2O,2025-09-22T20:41:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED028-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:51:21.000Z,,,Duloxetine is an SNRI treating both depression/anxiety and chronic pain conditions including fibromyalgia and diabetic neuropathy. Dual action on serotonin and norepinephrine provides comprehensive symptom relief.,,,,,,,,,,recFUPRSWwXiqwjbp,150,21,SNRI,60,30,30-60 mg,1,male_female,<>,Mental health optimization,Take 30-60mg of Duloxetine in the morning daily for mood optimization and pain management,Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 30-60mg of Duloxetine in the morning daily for mood optimization and pain management,Mental health optimization,MED,028,Duloxetine: SNRI
recZlbcMLESqexmD9,2025-09-22T20:41:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED029-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:51:21.000Z,,,"Venlafaxine is an SNRI effective for depression, anxiety, and panic disorder. Extended-release allows convenient once-daily dosing. Higher doses engage norepinephrine for improved energy and focus.",,,,,,,,,,recUgx4cMDyr38rpY,150,21,SNRI,225,75,75-225 mg,1,male_female,<>,Mental health optimization,Take 75-225mg of Venlafaxine in the morning daily for comprehensive mood support and stress management,Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 75-225mg of Venlafaxine in the morning daily for comprehensive mood support and stress management,Mental health optimization,MED,029,Venlafaxine: SNRI
reckxcBd1K5mPjQc5,2025-09-22T20:41:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED030-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:51:21.000Z,,,"Bupropion is a dopamine/norepinephrine reuptake inhibitor with activating properties and no sexual side effects. Effective for depression, seasonal affective disorder, and smoking cessation. Avoid evening doses due to insomnia risk.",,,,,,,,,,recMgTkJf2Sf594PG,150,21,NDRI,300,150,150-300 mg,1,male_female,<>,Mental health and metabolic optimization,"Take 150-300mg of Bupropion in the morning daily for mood enhancement, metabolic benefits, and cognitive support",Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 150-300mg of Bupropion in the morning daily for mood enhancement, metabolic benefits, and cognitive support",Mental health and metabolic optimization,MED,030,Bupropion: NDRI
recTadsFW3WL7n66A,2025-09-22T20:41:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED031-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:51:21.000Z,,,Mirtazapine is an atypical antidepressant that improves both mood and sleep quality. Particularly helpful for depression with insomnia or poor appetite. Sedating effects make bedtime dosing essential.,,,,,,,,,,recNq1oakb6SH8DIP,150,21,Atypical Antidepressant,30,15,15-30 mg,1,male_female,<>,Mental health optimization,Take 15-30mg of Mirtazapine before bed daily for mood optimization and sleep enhancement,Before bed,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 15-30mg of Mirtazapine before bed daily for mood optimization and sleep enhancement,Mental health optimization,MED,031,Mirtazapine: Atypical Antidepressant
recqYFg7fFphfiRZt,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED032-SINGLE,"recALCA8WP3CwReZz, recDUx81XNYUkBLRH","recqea20SA5Y5BaIw, recxJqmq5ipZMLJsj, rec8o1wlo0olBMl8A","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:51:21.000Z,,,"Low-dose naltrexone has immune-modulating, anti-inflammatory effects, and may help chronic pain or autoimmune disease.",,,55,,,,,,,recdaRyiQpmXmIWWO,150,21,Opioid Antagonist,4.5,1.5,1.5-4.5 mg,1,male_female,<>,Neuroinflammation and longevity (low-dose),Take 1.5-4.5mg of Low-Dose Naltrexone before bed daily for neuroinflammation reduction and immune modulation,Before bed,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 1.5-4.5mg of Low-Dose Naltrexone before bed daily for neuroinflammation reduction and immune modulation,Neuroinflammation and longevity (low-dose),MED,032,Naltrexone: Opioid Antagonist
recuX7UaUL73BvmJr,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED033-SINGLE,"recC0mB1LyNGjDyld, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recBA3iQ4lGJtC2nM, recw2hqgZfllcjFso, recq0JX3QgFBo5mm4, recDBJLAkc5CAfBm3, recyUWBp7cedeahQO, recuJaoMbqZ3GOYdw","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, reccxH7AESy9vvBPo, recVHWlB26jWt9Ij9","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:51:21.000Z,,,"mTOR inhibitor that extends lifespan in animals, with early human data for reduced age-related disease; use only with expert oversight.",,,50,,,,,,,recdMfsoWpQqE05ZT,150,21,mTOR Inhibitor,8,2,2-8 mg,7,male_female,<>,Longevity and cellular optimization,"Take 2-8mg of Rapamycin in the morning weekly for longevity pathway activation, autophagy enhancement, and cellular optimization",Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 2-8mg of Rapamycin in the morning weekly for longevity pathway activation, autophagy enhancement, and cellular optimization",Longevity and cellular optimization,MED,033,Rapamycin: mTOR Inhibitor
recK0weT9KzwCxdUw,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED034-SINGLE,"recBA3iQ4lGJtC2nM, recw2hqgZfllcjFso, recq0JX3QgFBo5mm4, recDBJLAkc5CAfBm3, recf4HtvFUqMhyhdh, recC0mB1LyNGjDyld, reckGxzoaJGEmBptC, recVhxrj1lPj9iYBc, recPDAl8akGkZng3A, recDUx81XNYUkBLRH, recuJaoMbqZ3GOYdw, recyUWBp7cedeahQO",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:51:21.000Z,,,"Delays carbohydrate absorption, blunts blood sugar spikes, and may reduce cardiovascular risk; studied for longevity in animal models.",,,25,,,,,,,rec5IFVsUufTtY6ih,150,21,Alpha-Glucosidase Inhibitor,200,50,50-200 mg,1,male_female,<>,Metabolic optimization and longevity,"Take 50-200mg of Acarbose with meals daily for glucose optimization, longevity benefits, and metabolic health",With meals,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 50-200mg of Acarbose with meals daily for glucose optimization, longevity benefits, and metabolic health",Metabolic optimization and longevity,MED,034,Acarbose: Alpha-Glucosidase Inhibitor
recFjODxHfNMbp7NI,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MULTI001-STACK,"recfQt6B5C5wmZDqn, recHHlPLn8pdw89yH, reckGxzoaJGEmBptC, recPiW3K4dhWi31Xh",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:59:45.000Z,,,"Proven to reduce cardiovascular/renal risk, improve weight, and glycemic control in high-risk diabetes/metabolic syndrome.",,,30,,,"Take 500-2,000mg of Metformin (with meals daily), 10-25mg of Empagliflozin (morning daily), and 1-2.4mg of Semaglutide (any time weekly) for comprehensive metabolic optimization, weight management, cardiovascular protection, neuroprotection, and longevity pathway activation","Comprehensive metabolic optimization combining three complementary mechanisms - Metformin activates AMPK and longevity pathways, SGLT2 inhibitors provide glucose elimination and cardioprotection, while GLP-1 agonists offer appetite regulation and neuroprotection. Together they optimize metabolism, body composition, and longevity.",,,rec5tCyQlFe6acsRf,150,21,SGLT2 Inhibitor,25,10,10-25 mg,1,male_female,<>,Metabolic optimization and cardioprotection,"Take 10-25mg of Empagliflozin in the morning daily for metabolic optimization, cardiovascular protection, and potential longevity benefits",Morning,MED,recBxCQOAdMmOV1Hi,mg,recq3J4Ps8fMpkwII,150,21,GLP-1 Agonist,2.4,1,1-2.4 mg,7,male_female,<>,Any,PEP,recBxCQOAdMmOV1Hi,mg,recyxuZLsrkXWMvzR,150,21,Biguanide,2000,500,500-2000 mg,1,male_female,<>,With meals,MED,recBxCQOAdMmOV1Hi,mg,STACK,"Take 500-2,000mg of Metformin (with meals daily), 10-25mg of Empagliflozin (morning daily), and 1-2.4mg of Semaglutide (any time weekly) for comprehensive metabolic optimization, weight management, cardiovascular protection, neuroprotection, and longevity pathway activation","Comprehensive metabolic optimization combining three complementary mechanisms - Metformin activates AMPK and longevity pathways, SGLT2 inhibitors provide glucose elimination and cardioprotection, while GLP-1 agonists offer appetite regulation and neuroprotection. Together they optimize metabolism, body composition, and longevity.",MULTI,001,Empagliflozin + Semaglutide + Metformin Stack
