record_id,Created,Created By,ID,Last Modified,Last Modified By,calculation_target_value,calculation_type,challenges_v3,dependency_logic,dependency_tracked_metric,frequency,level_description (from linked_recommendations) (from challenges_v3),operator,scoring_frequency,scoring_minimum_frequency,scoring_target_value,scoring_target_value_2,scoring_type,target_quantity,target_value,times,tracked_metric,tracked_metric_unit,unit,weightage
recDg7uahTBzDJLnZ,2025-08-18T19:31:37.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0051.1-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"reco9I4F3V29otG8q, recDvZSl6xg1GNafV, recGiDKR8GXw6sP7Y, rec83APugVo9pn03T, recOwbBtflUWPEJoK",wake_interval,rec0UzAaii5gqPh5k,per_day,"Get outdoors for 5 minutes within 2 hours of waking, Get outdoors for 5 minutes within 2 hours of waking, Get outdoors for 5 minutes within 2 hours of waking, Get outdoors for 5 minutes within 2 hours of waking, Get outdoors for 5 minutes within 2 hours of waking",<=,weekly,5 of 7 days,≥5 min within 2hr of waking,,binary_frequency,"≥5 min within 2hr of waking, 5+ days/week",2,5,recY75tn39AEXKwbl,hours,hours,
rec8KnbYLPPhCZI5K,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0051.2-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recbfvNzumSNfRfFb, recGiQtQ4yKeQdESU, rec8sVZotbNf31Tba, receh9cJFgUIQeJ4N, recfd5bT2SGVaeLKa",wake_interval,recY75tn39AEXKwbl,per_day,"Get outdoors for 10 minutes within 2 hours of waking, Get outdoors for 10 minutes within 2 hours of waking, Get outdoors for 10 minutes within 2 hours of waking, Get outdoors for 10 minutes within 2 hours of waking, Get outdoors for 10 minutes within 2 hours of waking",>=,weekly,5 of 7 days,≥10 min within 2hr of waking,,binary_frequency,"≥10 min within 2hr of waking, 5+ days/week",10,5,rec0UzAaii5gqPh5k,minutes,minute,
recE7gr2dJMBw0EOt,2025-08-18T19:31:39.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0051.2-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"rec5VPnJYytzGFdpd, recilU8fxKeZl7HpB, rec7WKAHOluNZYSLC, reccwwamC33ngUB8Z, recwq64BCXC5mnc5h",wake_interval,rec0UzAaii5gqPh5k,per_day,"Get outdoors for 10 minutes within 2 hours of waking, Get outdoors for 10 minutes within 2 hours of waking, Get outdoors for 10 minutes within 2 hours of waking, Get outdoors for 10 minutes within 2 hours of waking, Get outdoors for 10 minutes within 2 hours of waking",<=,weekly,5 of 7 days,≥10 min within 2hr of waking,,binary_frequency,"≥10 min within 2hr of waking, 5+ days/week",2,5,recY75tn39AEXKwbl,hours,hours,
recBGESx5KZ4YOi33,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0051.3-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recqkMieAQJvnGSOo, recSepbRF9WcDkNIK, recPXu4M1budIXcDX",wake_interval,recY75tn39AEXKwbl,per_day,"Get outdoors for 20+ minutes within 2 hours of waking, Get outdoors for 20+ minutes within 2 hours of waking, Get outdoors for 20+ minutes within 2 hours of waking",>=,weekly,7 of 7 days,≥20 min within 2hr of waking,,binary_frequency,"≥20 min within 2hr of waking, 7 days/week",20,7,rec0UzAaii5gqPh5k,minutes,minute,
recCxqhDecfkDQtpT,2025-08-18T19:31:42.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0051.3-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"rec99l3Y9jhlXmC4r, recfAFrkfMrBHxIh6, rectjAguz9rEwMUfS",wake_interval,rec0UzAaii5gqPh5k,per_day,"Get outdoors for 20+ minutes within 2 hours of waking, Get outdoors for 20+ minutes within 2 hours of waking, Get outdoors for 20+ minutes within 2 hours of waking",<=,weekly,7 of 7 days,≥20 min within 2hr of waking,,binary_frequency,"≥20 min within 2hr of waking, 7 days/week",2,7,recY75tn39AEXKwbl,hours,hours,
rec037uA9ZH0ipFRk,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0052.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"recxZBxYAbPNwEvHE, rech03C3XLBjPbp2U, recWK8jOp1gpW0u7q, rec7QMxt8m5Mu1VgH, recpx48Tnf3QiLmJF",,,per_day,"Limit non-work screen time to less than 4 hours daily, Limit non-work screen time to less than 4 hours daily, Limit non-work screen time to less than 4 hours daily, Limit non-work screen time to less than 4 hours daily, Limit non-work screen time to less than 4 hours daily",<,weekly,6 of 7 days,<4 hours,,proportional_frequency,<4 hr/day,4,6,recEfAO5FbGtiFMH7,minutes,hours,
recuZcaUHcTZoVkz7,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0052.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"recFkDbgU98Jo2GOh, recKliGwtHGqbEa5Q, recRq2nnLWSuH84MW, rec2rgAzlB81aJFqS, recmP1GnEDPj6XVlA",,,per_day,"Limit non-work screen time to less than 3 hours daily, Limit non-work screen time to less than 3 hours daily, Limit non-work screen time to less than 3 hours daily, Limit non-work screen time to less than 3 hours daily, Limit non-work screen time to less than 3 hours daily",<,weekly,6 of 7 days,<3 hours,,proportional_frequency,<3 hr/day,3,6,recEfAO5FbGtiFMH7,minutes,hours,
rec6xQOfFRfp0TCHR,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0052.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"rec0vp70ZFKqpOicD, recuOU3QqKT0woq0B, rec9jaSft8yBy1ZMs",,,per_day,"Limit non-work screen time to less than 2 hours daily, Limit non-work screen time to less than 2 hours daily, Limit non-work screen time to less than 2 hours daily",<,weekly,6 of 7 days,<2 hours,,proportional_frequency,<2 hr/day,2,6,recEfAO5FbGtiFMH7,minutes,hours,
recYqhQS4LSN5nFfh,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0053.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"recAKqLfQhVcmOd30, reciCrTHPfRNFtS2c, recOsZp0NOXRYSTlR, rec69d2CihxaMdWfd, recMJK0AIqF55AbwL",,,per week,"Engage in brain training for 10 minutes, 2x per week, Engage in brain training for 10 minutes, 2x per week, Engage in brain training for 10 minutes, 2x per week, Engage in brain training for 10 minutes, 2x per week, Engage in brain training for 10 minutes, 2x per week",=,weekly,2 of 7 days,10 mins,,proportional_frequency,"≥10 min, 2 days/week",10,2,recNBUyw6NvnP8WOh,minutes,minutes,
recpP37RSGOUBXtHF,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0053.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"recGzycpOZstiyzFb, recOIR9vYbWrsQgaJ, rechEhwNz6R87YDEX, recdoi3iXHPFUPFjz, recgd8On1Te0G1JvF",,,per week,"Engage in brain training for 15 minutes, 3x per week, Engage in brain training for 15 minutes, 3x per week, Engage in brain training for 15 minutes, 3x per week, Engage in brain training for 15 minutes, 3x per week, Engage in brain training for 15 minutes, 3x per week",=,weekly,3 of 7 days,15 mins,,proportional_frequency,"≥15 min, 3 days/week",15,3,recNBUyw6NvnP8WOh,minutes,minutes,
rec14ea6u4xU2Jnlp,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0053.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"recOO4Q5ECwFSh4dW, recf7LoCT6474tobs, recSkLqxOoRLThS3r",,,per week,"Engage in brain training for 20 minutes, 5x per week, Engage in brain training for 20 minutes, 5x per week, Engage in brain training for 20 minutes, 5x per week",=,weekly,5 of 7 days,20 mins,,proportional_frequency,"≥20 min, 5 days/week",20,5,recNBUyw6NvnP8WOh,minutes,minutes,
recX4UUhxG2AJKihF,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0057.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recRNvfv2fJmyE3Zv, rec5r7JQeLC6Z8mDf, recBdweujjTXdMfuD, recuYIvOqer6hkM5P, recjZ2Bz0js7pZnLD",,,,"Floss at least 3 times per week, Floss at least 3 times per week, Floss at least 3 times per week, Floss at least 3 times per week, Floss at least 3 times per week",>=,weekly,weekly,≥3x,,proportional_frequency,≥3x/week,3,1,recLm7PvuOlBuiAEk,boolean,times,
reclkC5cfuiGgw3ax,2025-07-25T20:31:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0057.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"rec1FgBjwfGGmuVIw, recju1qvWpOFdr6fe, rec0Gg3jqFpWMxGFM, recg9xmrKQEiXjCkq, recL8zB5xsqzxQ5yM",,,,"Floss on at least 5 days per week, Floss on at least 5 days per week, Floss on at least 5 days per week, Floss on at least 5 days per week, Floss on at least 5 days per week",>=,weekly,weekly,≥5 days,,proportional_frequency,,5,1,recLm7PvuOlBuiAEk,boolean,days,
rec9hKZN27IZupJtT,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0058.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recRpVcXRQWZHnJ7I, recLE0ZxyyvW8Lhe3, recWovReLN88VcVi7, recljDQj4K6iw0jLc, recR8aIKkSdY8kz9M",,,,"Follow a skincare routine 3 days/week, Follow a skincare routine 3 days/week, Follow a skincare routine 3 days/week, Follow a skincare routine 3 days/week, Follow a skincare routine 3 days/week",>=,weekly,weekly,≥3x,,proportional_frequency,≥3x/week,3,1,recbjdq0PfP4GcXi1,boolean,times,
recMlBl3SWO7YWbYm,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0058.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recNcbzKoW2SKv6Jb, rec8GOSKUKGVLfCJJ, recduewBJW9BcxG0R, recfNGxTD1hqXEvvS, recPYdomy1p5RYe5M",,,,"Maintain a skincare routine 5 days/week, Maintain a skincare routine 5 days/week, Maintain a skincare routine 5 days/week, Maintain a skincare routine 5 days/week, Maintain a skincare routine 5 days/week",>=,weekly,weekly,≥5x,,proportional_frequency,≥5x/week,5,1,recbjdq0PfP4GcXi1,boolean,times,
rec6EiajA8JdLAZze,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0100.1,2025-09-22T17:00:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recx806TN5F0kMo2T,,,,Use a GLP-1/GIP agonist as prescribed for metabolic or weight benefit; typical dose 2.5–15mg subcutaneous weekly,<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,2.5-15,1,recBPu9PYFPU8hate,boolean,mg,
recMwWbKlaur7kIEG,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0101.1,2025-09-22T16:59:32.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recxNv0gcSb76ldKf,,,,"Use a GLP-1 agonist as prescribed for metabolic/weight benefit; e.g., 0.25–2.4mg weekly (semaglutide)",<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,0.25-2.4,1,recBPu9PYFPU8hate,boolean,mg,
recfOYcX2S8TrZN31,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0102.1-G1,2025-09-22T17:12:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,rec9xhcjR1hmonLAv,,,,"Use CJC-1295 and ipamorelin as prescribed to support growth hormone/IGF-1; CJC-1295: 1–2mg 2–3x/week, Ipamorelin: 100–300mcg daily",<>,weekly,as prescribed,taken as prescribed,,composite_frequency,As prescribed,1.0-2.0,3,recBPu9PYFPU8hate,boolean,mg,50
recGWck5EN5eErI4Q,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0104.1,2025-09-22T17:00:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recY3eT6PzjTOXzp6,,,,Use TB-500 as prescribed for injury or surgery recovery; typical 2–5mg 1–2x/week,<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,2.0-5.0,2,recBPu9PYFPU8hate,boolean,mg,
rec8NS2MuDKPiabOG,2025-09-22T16:35:24.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0105.1-G2,2025-09-22T17:12:24.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recyqWZSSmJsewam7,,,,"Use BPC-157 and TB-500 together as prescribed for accelerated healing; BPC-157: 200–500mcg daily, TB-500: 2–5mg 1–2x/week",mg,weekly,as prescribed,taken as prescribed,,composite_frequency,,2.0-5.0,2,recBPu9PYFPU8hate,boolean,TB-500: 2–5mg 1–2x/week,50
recZN2GihjToxl5ve,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0109.1,2025-09-22T17:00:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recZhrULtFn9mM02L,,,,Use MOTS-c as prescribed for mitochondrial/metabolic support; typical 5–15mg subcutaneous 1–2x/week,<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,5.0-15.0,2,recBPu9PYFPU8hate,boolean,mg,
rec3BMEP42f4XLRq0,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0110.1,2025-09-22T17:04:46.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recpsJHcyZivOwrs9,,,,Use Humanin as prescribed for neuroprotection/metabolic benefit; 10–30mg subcutaneous 1–3x/week,<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,10.0-30.0,3,recBPu9PYFPU8hate,boolean,mg,
recaNGQJColhqVRCv,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0114.1,2025-09-22T17:05:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,reccTnLctyPAJPr0z,,,,Use Thymosin Alpha-1 as prescribed for immune resilience; 1.6–3.2mg subcutaneous 2–3x/week,<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,1.6-3.2,3,recBPu9PYFPU8hate,boolean,mg,
recsVJO9FietsU1VS,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0115.1,2025-09-22T17:00:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recCxWdVu0bzpAWnT,,,,"Use Melanotan II as prescribed for skin pigmentation/libido support; 0.25-1mg subcutaneous daily during loading (1-2 weeks), then 1-2x/week maintenance",mg,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,0.25-1.0,2,recBPu9PYFPU8hate,boolean,mg,
recUmvX8zxYh9Wc6c,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0116.1,2025-09-22T17:05:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recOtxGactD0Pa0AZ,,,,Use FOXO4-DRI as prescribed in experimental protocols for cellular rejuvenation; 5-10mg subcutaneous 2-3x/week for 4-6 week cycles,<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,5.0-10.0,3,recBPu9PYFPU8hate,boolean,mg,
rec3PYnN1OpS2voDa,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0119.1,2025-09-22T17:05:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,rec5D2ren1G4pcfaq,,,,Use Kisspeptin as prescribed for reproductive hormone support; 0.1-1mg subcutaneous 2-3x/week or pulsatile 2-3x/day,<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,0.1-1.0,3,recBPu9PYFPU8hate,boolean,mg,
recgVBWOi7ZEMu5UY,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0123.1,2025-09-22T17:05:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recfIzeKyg8ON3Sus,,,,Use MGF as prescribed for muscle regeneration in deficiency/injury; 200-400mcg local injection 2-3x/week for 4-6 weeks,<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,200.0-400.0,3,recBPu9PYFPU8hate,boolean,mcg,
rec2Kb4qvGCF0FzeL,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0126.1,2025-09-22T17:00:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recDydjDTsOrXU2av,,,,Use a PCSK9 inhibitor as prescribed for very high LDL or statin intolerance; typical dosing 140mg subcutaneous every 2 weeks,=,biweekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,140.0,1,recBPu9PYFPU8hate,boolean,mg,
recTqMo6GOIJuBS6u,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0139.1,2025-09-22T17:00:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recHn2qjXbQI1p679,,,,"Use bisphosphonate as prescribed for osteoporosis; e.g., alendronate 70mg weekly",=,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,70.0,1,recBPu9PYFPU8hate,boolean,mg,
reckcodqhWc6P7rG9,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0144.1,2025-09-22T17:00:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,rec6IuibMrk4Eg2An,,,,Use testosterone as prescribed for deficiency; dose varies (50–200mg IM weekly or gels/patches),<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,50.0-200.0,1,recBPu9PYFPU8hate,boolean,mg,
rec3EXyDReJ1xABu6,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0151.1,2025-09-22T17:00:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,recEggvlc5aRg8hbN,,,,"Use rapamycin as prescribed for immunosuppression or, experimentally, for longevity; common longevity protocols use 3–6mg once weekly",<>,weekly,as prescribed,taken as prescribed,,proportional_frequency,As prescribed,3.0-6.0,1,recBPu9PYFPU8hate,boolean,mg,
recIDsP5fqlP6FBUr,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0159.1,2025-09-22T16:47:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,"recXafJXac9oA0VGr, recHBRkgqJbmQYFOw, recOPTcAuYSy61Zs2",,,,"Undergo whole-body cryotherapy (e.g., −110°C for 2–3 min per session) at a certified center, Undergo whole-body cryotherapy (e.g., −110°C for 2–3 min per session) at a certified center, Undergo whole-body cryotherapy (e.g., −110°C for 2–3 min per session) at a certified center",=,weekly,,,,,2–5 sessions per week,2.0-3.0,3,recBPu9PYFPU8hate,,minutes,
recbL9U9mvtgfVzWL,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0160.1,2025-09-22T16:47:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,"recQSM1wlIzTJ84Tc, rec67nCS5zyJv6lsQ, reckHq4iGJfKptSST",,,,"Complete HBOT sessions (e.g., 60–90 min at 1.5–2.5 ATA) at a specialty center, Complete HBOT sessions (e.g., 60–90 min at 1.5–2.5 ATA) at a specialty center, Complete HBOT sessions (e.g., 60–90 min at 1.5–2.5 ATA) at a specialty center",=,weekly,,,,,Protocol: 20–60 sessions,60-90,5,recBPu9PYFPU8hate,,minutes,
recu2z0XZY8Dq12UH,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0161.1,2025-09-22T16:47:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,"recbW4V8zoQOJ7tFa, rec5fdOEyt0ri4Lvu, recFiTCbbXfhVU1fj",,,,"Use red/near-infrared (600–1100nm) light panels for 10–30 min per session, as supervised, Use red/near-infrared (600–1100nm) light panels for 10–30 min per session, as supervised, Use red/near-infrared (600–1100nm) light panels for 10–30 min per session, as supervised",=,weekly,,,,,3–7 sessions per week,10.0-30.0,4,recBPu9PYFPU8hate,,minutes,
recZXV1poqH4bb8hz,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0163.1,2025-09-22T16:47:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,recao5RchkCVGnbsW,,,,Use a CGM for 2–4 weeks to learn your glucose patterns,=,bi-weekly,,,,,2–4 weeks,14.0-28.0,1,reczBLGmSI3jWDQ1K,,times,
receGuMwDhADrdBYB,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0167.1,2025-09-22T16:47:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"rec6hqqESGwofz98U, recEZ6ZPVpIw0mkct, recXslIrSPMhDmmuE",,,,"Check and log blood pressure at home 2x per week, Check and log blood pressure at home 2x per week, Check and log blood pressure at home 2x per week",=,weekly,,,,,1–2x/week,2,2,reczBLGmSI3jWDQ1K,,times,
